,wall_time,step,value,dataset,resolution,model_step,sampler,vae,num_fad_samples,fad_model,reference_dataset
199,1716684992.454204,0,0.679084300994873,ssd,256,40000,ddim,,51,clap-laion-music,spotify_sleep_dataset
200,1716685007.0208027,0,6.4277238845825195,ssd,256,40000,ddim,,51,vggish,spotify_sleep_dataset
201,1716685014.6874223,0,0.8496023416519165,ssd,256,40000,ddim,,51,clap-laion-audio,fma_pop
202,1716685018.3626206,0,0.9303203821182251,ssd,256,40000,ddim,,51,clap-laion-music,fma_pop
203,1716685020.8160808,0,11.853448867797852,ssd,256,40000,ddim,,51,vggish,fma_pop
204,1716685023.8235233,0,0.8282989263534546,ssd,256,40000,ddim,,51,clap-laion-audio,musiccaps
205,1716685026.7401538,0,0.9475290179252625,ssd,256,40000,ddim,,51,clap-laion-music,musiccaps
206,1716685029.5379736,0,16.182842254638672,ssd,256,40000,ddim,,51,vggish,musiccaps
207,1716684978.8265584,0,0.6274271607398987,ssd,256,40000,ddim,,409,clap-laion-audio,spotify_sleep_dataset
208,1716685018.8133335,0,0.6117863655090332,ssd,256,40000,ddim,,409,clap-laion-music,spotify_sleep_dataset
209,1716685041.9727526,0,5.740716457366943,ssd,256,40000,ddim,,409,vggish,spotify_sleep_dataset
210,1716685044.738362,0,0.7790440917015076,ssd,256,40000,ddim,,409,clap-laion-audio,fma_pop
211,1716685047.492507,0,0.8623453378677368,ssd,256,40000,ddim,,409,clap-laion-music,fma_pop
212,1716685049.8390903,0,11.457280158996582,ssd,256,40000,ddim,,409,vggish,fma_pop
213,1716685052.4735546,0,0.7516558766365051,ssd,256,40000,ddim,,409,clap-laion-audio,musiccaps
214,1716685055.204978,0,0.8621425032615662,ssd,256,40000,ddim,,409,clap-laion-music,musiccaps
215,1716685057.6651454,0,15.406704902648926,ssd,256,40000,ddim,,409,vggish,musiccaps
216,1716683931.0558665,0,0.623324990272522,ssd,256,40000,ddim,,1024,clap-laion-audio,spotify_sleep_dataset
217,1716684164.1621459,0,0.6115424036979675,ssd,256,40000,ddim,,1024,clap-laion-music,spotify_sleep_dataset
218,1716684337.9865491,0,5.630120277404785,ssd,256,40000,ddim,,1024,vggish,spotify_sleep_dataset
219,1716684396.5687394,0,0.7586297392845154,ssd,256,40000,ddim,,1024,clap-laion-audio,fma_pop
220,1716684500.3263059,0,0.844182014465332,ssd,256,40000,ddim,,1024,clap-laion-music,fma_pop
221,1716684646.2530296,0,10.959674835205078,ssd,256,40000,ddim,,1024,vggish,fma_pop
222,1716684731.466835,0,0.7295253276824951,ssd,256,40000,ddim,,1024,clap-laion-audio,musiccaps
223,1716684806.277944,0,0.842279314994812,ssd,256,40000,ddim,,1024,clap-laion-music,musiccaps
224,1716684881.1172833,0,15.071847915649414,ssd,256,40000,ddim,,1024,vggish,musiccaps
225,1716685044.3443167,0,0.6230277419090271,ssd,256,40000,ddim,,1843,clap-laion-audio,spotify_sleep_dataset
226,1716685153.2150867,0,0.6107829213142395,ssd,256,40000,ddim,,1843,clap-laion-music,spotify_sleep_dataset
227,1716685187.3832645,0,5.711682319641113,ssd,256,40000,ddim,,1843,vggish,spotify_sleep_dataset
228,1716685191.5811799,0,0.7604846954345703,ssd,256,40000,ddim,,1843,clap-laion-audio,fma_pop
229,1716685195.7793183,0,0.8456392288208008,ssd,256,40000,ddim,,1843,clap-laion-music,fma_pop
230,1716685199.6365516,0,11.138538360595703,ssd,256,40000,ddim,,1843,vggish,fma_pop
231,1716685203.4955328,0,0.7317132949829102,ssd,256,40000,ddim,,1843,clap-laion-audio,musiccaps
232,1716685207.4533553,0,0.8424800634384155,ssd,256,40000,ddim,,1843,clap-laion-music,musiccaps
233,1716685210.7370741,0,15.13991928100586,ssd,256,40000,ddim,,1843,vggish,musiccaps
234,1716267516.0219111,0,0.9496588706970215,ssd,64,40000,ddpm,,2048,clap-laion-audio,spotify_sleep_dataset
235,1716267567.154915,0,0.8376287221908569,ssd,64,40000,ddpm,,2048,clap-laion-music,spotify_sleep_dataset
236,1716267641.5601978,0,48.0794563293457,ssd,64,40000,ddpm,,2048,encodec-emb-48k,spotify_sleep_dataset
237,1716267675.8478606,0,189.23635864257812,ssd,64,40000,ddpm,,2048,encodec-emb,spotify_sleep_dataset
238,1716267724.4270234,0,53.08641815185547,ssd,64,40000,ddpm,,2048,MERT-v1-95M,spotify_sleep_dataset
239,1716267727.3274302,0,0.9664255976676941,ssd,64,40000,ddpm,,2048,clap-laion-audio,fma_pop
240,1716267730.2164416,0,1.0137207508087158,ssd,64,40000,ddpm,,2048,clap-laion-music,fma_pop
241,1716267753.5121093,0,168.3959197998047,ssd,64,40000,ddpm,,2048,encodec-emb-48k,fma_pop
242,1716267756.0911813,0,522.50732421875,ssd,64,40000,ddpm,,2048,encodec-emb,fma_pop
243,1716267759.7243989,0,51.81114959716797,ssd,64,40000,ddpm,,2048,MERT-v1-95M,fma_pop
244,1716267762.588042,0,0.9400225877761841,ssd,64,40000,ddpm,,2048,clap-laion-audio,musiccaps
245,1716267765.3878078,0,1.0308947563171387,ssd,64,40000,ddpm,,2048,clap-laion-music,musiccaps
246,1716267788.1172903,0,130.5143585205078,ssd,64,40000,ddpm,,2048,encodec-emb-48k,musiccaps
247,1716267790.49671,0,408.2763366699219,ssd,64,40000,ddpm,,2048,encodec-emb,musiccaps
248,1716267793.7161582,0,47.47027587890625,ssd,64,40000,ddpm,,2048,MERT-v1-95M,musiccaps
249,1716685884.4844618,0,0.952147901058197,ssd,64,40000,ddpm,,819,clap-laion-audio,spotify_sleep_dataset
250,1716685920.1629837,0,0.8425330519676208,ssd,64,40000,ddpm,,819,clap-laion-music,spotify_sleep_dataset
251,1716685931.811494,0,0.9719435572624207,ssd,64,40000,ddpm,,819,clap-laion-audio,fma_pop
252,1716685934.6734295,0,1.018656611442566,ssd,64,40000,ddpm,,819,clap-laion-music,fma_pop
253,1716685946.7504957,0,0.947053849697113,ssd,64,40000,ddpm,,819,clap-laion-audio,musiccaps
254,1716685949.4601736,0,1.0350462198257446,ssd,64,40000,ddpm,,819,clap-laion-music,musiccaps
255,1716685753.8453,0,0.9744951128959656,ssd,64,40000,ddpm,,102,clap-laion-audio,spotify_sleep_dataset
256,1716685779.6976132,0,0.8743323087692261,ssd,64,40000,ddpm,,102,clap-laion-music,spotify_sleep_dataset
257,1716685791.251031,0,1.0043784379959106,ssd,64,40000,ddpm,,102,clap-laion-audio,fma_pop
258,1716685794.3120778,0,1.0680216550827026,ssd,64,40000,ddpm,,102,clap-laion-music,fma_pop
259,1716685805.333279,0,0.9857211112976074,ssd,64,40000,ddpm,,102,clap-laion-audio,musiccaps
260,1716685808.2591221,0,1.0865813493728638,ssd,64,40000,ddpm,,102,clap-laion-music,musiccaps
261,1716685881.3237166,0,0.9519607424736023,ssd,64,40000,ddpm,,614,clap-laion-audio,spotify_sleep_dataset
262,1716685914.547327,0,0.8381850719451904,ssd,64,40000,ddpm,,614,clap-laion-music,spotify_sleep_dataset
263,1716685926.3577435,0,0.9766403436660767,ssd,64,40000,ddpm,,614,clap-laion-audio,fma_pop
264,1716685929.2474308,0,1.024434208869934,ssd,64,40000,ddpm,,614,clap-laion-music,fma_pop
265,1716685941.0669067,0,0.9500977993011475,ssd,64,40000,ddpm,,614,clap-laion-audio,musiccaps
266,1716685943.944074,0,1.0406605005264282,ssd,64,40000,ddpm,,614,clap-laion-music,musiccaps
267,1716685765.5216382,0,0.9495271444320679,ssd,64,40000,ddpm,,1228,clap-laion-audio,spotify_sleep_dataset
268,1716685806.419346,0,0.8386809229850769,ssd,64,40000,ddpm,,1228,clap-laion-music,spotify_sleep_dataset
269,1716685818.9702623,0,0.9694790244102478,ssd,64,40000,ddpm,,1228,clap-laion-audio,fma_pop
270,1716685821.7682343,0,1.0177733898162842,ssd,64,40000,ddpm,,1228,clap-laion-music,fma_pop
271,1716685833.5609863,0,0.9426584243774414,ssd,64,40000,ddpm,,1228,clap-laion-audio,musiccaps
272,1716685836.2803235,0,1.033402681350708,ssd,64,40000,ddpm,,1228,clap-laion-music,musiccaps
273,1716685800.6698198,0,0.948935866355896,ssd,64,40000,ddpm,,1433,clap-laion-audio,spotify_sleep_dataset
274,1716685851.052796,0,0.8340241312980652,ssd,64,40000,ddpm,,1433,clap-laion-music,spotify_sleep_dataset
275,1716685863.9278848,0,0.9703040719032288,ssd,64,40000,ddpm,,1433,clap-laion-audio,fma_pop
276,1716685866.7978528,0,1.012739896774292,ssd,64,40000,ddpm,,1433,clap-laion-music,fma_pop
277,1716685879.0902283,0,0.9433198571205139,ssd,64,40000,ddpm,,1433,clap-laion-audio,musiccaps
278,1716685882.1165588,0,1.0282304286956787,ssd,64,40000,ddpm,,1433,clap-laion-music,musiccaps
279,1716685796.0798206,0,0.9440569877624512,ssd,64,40000,ddpm,,1638,clap-laion-audio,spotify_sleep_dataset
280,1716685838.775206,0,0.8343533873558044,ssd,64,40000,ddpm,,1638,clap-laion-music,spotify_sleep_dataset
281,1716685851.0369806,0,0.9623314142227173,ssd,64,40000,ddpm,,1638,clap-laion-audio,fma_pop
282,1716685853.8484688,0,1.012252926826477,ssd,64,40000,ddpm,,1638,clap-laion-music,fma_pop
283,1716685865.8191345,0,0.9353052377700806,ssd,64,40000,ddpm,,1638,clap-laion-audio,musiccaps
284,1716685868.5054924,0,1.0287898778915405,ssd,64,40000,ddpm,,1638,clap-laion-music,musiccaps
285,1716685818.5212545,0,0.9680125713348389,ssd,64,40000,ddpm,,204,clap-laion-audio,spotify_sleep_dataset
286,1716685849.1591148,0,0.856067955493927,ssd,64,40000,ddpm,,204,clap-laion-music,spotify_sleep_dataset
287,1716685860.488383,0,1.0065251588821411,ssd,64,40000,ddpm,,204,clap-laion-audio,fma_pop
288,1716685863.4080946,0,1.0539987087249756,ssd,64,40000,ddpm,,204,clap-laion-music,fma_pop
289,1716685874.4907093,0,0.9782285690307617,ssd,64,40000,ddpm,,204,clap-laion-audio,musiccaps
290,1716685877.3449783,0,1.0683979988098145,ssd,64,40000,ddpm,,204,clap-laion-music,musiccaps
291,1716685837.3495085,0,1.081565499305725,ssd,64,40000,ddpm,,51,clap-laion-audio,spotify_sleep_dataset
292,1716685858.0322428,0,0.9426438212394714,ssd,64,40000,ddpm,,51,clap-laion-music,spotify_sleep_dataset
293,1716685869.137083,0,1.1304683685302734,ssd,64,40000,ddpm,,51,clap-laion-audio,fma_pop
294,1716685872.146071,0,1.1551826000213623,ssd,64,40000,ddpm,,51,clap-laion-music,fma_pop
295,1716685882.9277487,0,1.1102770566940308,ssd,64,40000,ddpm,,51,clap-laion-audio,musiccaps
296,1716685885.8606303,0,1.1767640113830566,ssd,64,40000,ddpm,,51,clap-laion-music,musiccaps
297,1716685850.775132,0,0.9543599486351013,ssd,64,40000,ddpm,,409,clap-laion-audio,spotify_sleep_dataset
298,1716685882.928776,0,0.844855010509491,ssd,64,40000,ddpm,,409,clap-laion-music,spotify_sleep_dataset
299,1716685894.4583147,0,0.9708608984947205,ssd,64,40000,ddpm,,409,clap-laion-audio,fma_pop
300,1716685897.3553255,0,1.0170260667800903,ssd,64,40000,ddpm,,409,clap-laion-music,fma_pop
301,1716685908.5396347,0,0.9418603777885437,ssd,64,40000,ddpm,,409,clap-laion-audio,musiccaps
302,1716685911.3293684,0,1.0307444334030151,ssd,64,40000,ddpm,,409,clap-laion-music,musiccaps
303,1716685714.8264167,0,0.9451440572738647,ssd,64,40000,ddpm,,1024,clap-laion-audio,spotify_sleep_dataset
304,1716685753.163116,0,0.8379814028739929,ssd,64,40000,ddpm,,1024,clap-laion-music,spotify_sleep_dataset
305,1716685771.6323857,0,0.9642364978790283,ssd,64,40000,ddpm,,1024,clap-laion-audio,fma_pop
306,1716685774.4241474,0,1.0168288946151733,ssd,64,40000,ddpm,,1024,clap-laion-music,fma_pop
307,1716685786.5501666,0,0.9363921284675598,ssd,64,40000,ddpm,,1024,clap-laion-audio,musiccaps
308,1716685789.2719276,0,1.0336005687713623,ssd,64,40000,ddpm,,1024,clap-laion-music,musiccaps
309,1716685851.5333276,0,0.9455156326293945,ssd,64,40000,ddpm,,1843,clap-laion-audio,spotify_sleep_dataset
310,1716685897.5576627,0,0.8350644707679749,ssd,64,40000,ddpm,,1843,clap-laion-music,spotify_sleep_dataset
311,1716685910.7097948,0,0.9655847549438477,ssd,64,40000,ddpm,,1843,clap-laion-audio,fma_pop
312,1716685913.4246266,0,1.0135494470596313,ssd,64,40000,ddpm,,1843,clap-laion-music,fma_pop
313,1716685926.1479318,0,0.9386893510818481,ssd,64,40000,ddpm,,1843,clap-laion-audio,musiccaps
314,1716685928.8163128,0,1.0301920175552368,ssd,64,40000,ddpm,,1843,clap-laion-music,musiccaps
315,1716267525.895689,0,1.0179181098937988,ssd,64,40000,ddim,,2048,clap-laion-audio,spotify_sleep_dataset
316,1716267584.2219977,0,0.8955639004707336,ssd,64,40000,ddim,,2048,clap-laion-music,spotify_sleep_dataset
317,1716267671.5393724,0,49.42609405517578,ssd,64,40000,ddim,,2048,encodec-emb-48k,spotify_sleep_dataset
318,1716267715.6179178,0,198.36251831054688,ssd,64,40000,ddim,,2048,encodec-emb,spotify_sleep_dataset
319,1716267770.8295403,0,53.47834777832031,ssd,64,40000,ddim,,2048,MERT-v1-95M,spotify_sleep_dataset
320,1716267773.6755915,0,1.0293253660202026,ssd,64,40000,ddim,,2048,clap-laion-audio,fma_pop
321,1716267776.4997463,0,1.0425629615783691,ssd,64,40000,ddim,,2048,clap-laion-music,fma_pop
322,1716267800.571131,0,171.0209503173828,ssd,64,40000,ddim,,2048,encodec-emb-48k,fma_pop
323,1716267803.0050793,0,537.4163208007812,ssd,64,40000,ddim,,2048,encodec-emb,fma_pop
324,1716267806.2683675,0,52.7119255065918,ssd,64,40000,ddim,,2048,MERT-v1-95M,fma_pop
325,1716267809.0159588,0,1.0053696632385254,ssd,64,40000,ddim,,2048,clap-laion-audio,musiccaps
326,1716267811.8233259,0,1.067980408668518,ssd,64,40000,ddim,,2048,clap-laion-music,musiccaps
327,1716267835.6139278,0,132.9014892578125,ssd,64,40000,ddim,,2048,encodec-emb-48k,musiccaps
328,1716267838.1504412,0,421.56744384765625,ssd,64,40000,ddim,,2048,encodec-emb,musiccaps
329,1716267841.2905707,0,48.50075149536133,ssd,64,40000,ddim,,2048,MERT-v1-95M,musiccaps
330,1716685670.43674,0,1.0178272724151611,ssd,64,40000,ddim,,819,clap-laion-audio,spotify_sleep_dataset
331,1716685705.7226222,0,0.8975588083267212,ssd,64,40000,ddim,,819,clap-laion-music,spotify_sleep_dataset
332,1716685717.1842194,0,1.0268772840499878,ssd,64,40000,ddim,,819,clap-laion-audio,fma_pop
333,1716685719.9295585,0,1.0439316034317017,ssd,64,40000,ddim,,819,clap-laion-music,fma_pop
334,1716685731.1340196,0,1.0051463842391968,ssd,64,40000,ddim,,819,clap-laion-audio,musiccaps
335,1716685733.7770207,0,1.0704463720321655,ssd,64,40000,ddim,,819,clap-laion-music,musiccaps
336,1716685506.5033038,0,1.0498623847961426,ssd,64,40000,ddim,,102,clap-laion-audio,spotify_sleep_dataset
337,1716685531.7549362,0,0.9256724715232849,ssd,64,40000,ddim,,102,clap-laion-music,spotify_sleep_dataset
338,1716685543.4548013,0,1.0809587240219116,ssd,64,40000,ddim,,102,clap-laion-audio,fma_pop
339,1716685546.7518554,0,1.0926400423049927,ssd,64,40000,ddim,,102,clap-laion-music,fma_pop
340,1716685558.0333557,0,1.05978262424469,ssd,64,40000,ddim,,102,clap-laion-audio,musiccaps
341,1716685560.9462829,0,1.1156961917877197,ssd,64,40000,ddim,,102,clap-laion-music,musiccaps
342,1716685671.947106,0,1.019156813621521,ssd,64,40000,ddim,,614,clap-laion-audio,spotify_sleep_dataset
343,1716685706.6974456,0,0.9011121392250061,ssd,64,40000,ddim,,614,clap-laion-music,spotify_sleep_dataset
344,1716685718.4071276,0,1.0264180898666382,ssd,64,40000,ddim,,614,clap-laion-audio,fma_pop
345,1716685721.9102092,0,1.0472025871276855,ssd,64,40000,ddim,,614,clap-laion-music,fma_pop
346,1716685734.1749046,0,1.0044405460357666,ssd,64,40000,ddim,,614,clap-laion-audio,musiccaps
347,1716685737.3792832,0,1.0733938217163086,ssd,64,40000,ddim,,614,clap-laion-music,musiccaps
348,1716685550.4059272,0,1.0217598676681519,ssd,64,40000,ddim,,1228,clap-laion-audio,spotify_sleep_dataset
349,1716685592.2387803,0,0.9006476998329163,ssd,64,40000,ddim,,1228,clap-laion-music,spotify_sleep_dataset
350,1716685604.4501774,0,1.0332344770431519,ssd,64,40000,ddim,,1228,clap-laion-audio,fma_pop
351,1716685607.187006,0,1.0527467727661133,ssd,64,40000,ddim,,1228,clap-laion-music,fma_pop
352,1716685619.0552332,0,1.0109480619430542,ssd,64,40000,ddim,,1228,clap-laion-audio,musiccaps
353,1716685621.7502398,0,1.0810209512710571,ssd,64,40000,ddim,,1228,clap-laion-music,musiccaps
354,1716685552.9391994,0,1.0153065919876099,ssd,64,40000,ddim,,1433,clap-laion-audio,spotify_sleep_dataset
355,1716685599.2785554,0,0.895416259765625,ssd,64,40000,ddim,,1433,clap-laion-music,spotify_sleep_dataset
356,1716685612.5890388,0,1.0256894826889038,ssd,64,40000,ddim,,1433,clap-laion-audio,fma_pop
357,1716685615.3915462,0,1.045015573501587,ssd,64,40000,ddim,,1433,clap-laion-music,fma_pop
358,1716685628.0649765,0,1.0038275718688965,ssd,64,40000,ddim,,1433,clap-laion-audio,musiccaps
359,1716685634.1130002,0,1.0710779428482056,ssd,64,40000,ddim,,1433,clap-laion-music,musiccaps
360,1716685596.2101367,0,1.0192018747329712,ssd,64,40000,ddim,,1638,clap-laion-audio,spotify_sleep_dataset
361,1716685641.563343,0,0.8984241485595703,ssd,64,40000,ddim,,1638,clap-laion-music,spotify_sleep_dataset
362,1716685654.718918,0,1.0297894477844238,ssd,64,40000,ddim,,1638,clap-laion-audio,fma_pop
363,1716685657.518041,0,1.0475558042526245,ssd,64,40000,ddim,,1638,clap-laion-music,fma_pop
364,1716685674.1554823,0,1.0066262483596802,ssd,64,40000,ddim,,1638,clap-laion-audio,musiccaps
365,1716685677.051775,0,1.074790120124817,ssd,64,40000,ddim,,1638,clap-laion-music,musiccaps
366,1716685633.516642,0,1.0494654178619385,ssd,64,40000,ddim,,204,clap-laion-audio,spotify_sleep_dataset
367,1716685670.2179172,0,0.9262868165969849,ssd,64,40000,ddim,,204,clap-laion-music,spotify_sleep_dataset
368,1716685682.0987024,0,1.077778697013855,ssd,64,40000,ddim,,204,clap-laion-audio,fma_pop
369,1716685685.1909864,0,1.0965139865875244,ssd,64,40000,ddim,,204,clap-laion-music,fma_pop
370,1716685697.0162156,0,1.0552159547805786,ssd,64,40000,ddim,,204,clap-laion-audio,musiccaps
371,1716685699.9458027,0,1.1300992965698242,ssd,64,40000,ddim,,204,clap-laion-music,musiccaps
372,1716685668.856535,0,1.1244428157806396,ssd,64,40000,ddim,,51,clap-laion-audio,spotify_sleep_dataset
373,1716685690.4775276,0,0.9771243333816528,ssd,64,40000,ddim,,51,clap-laion-music,spotify_sleep_dataset
374,1716685710.5202773,0,1.1640995740890503,ssd,64,40000,ddim,,51,clap-laion-audio,fma_pop
375,1716685714.3458593,0,1.1665786504745483,ssd,64,40000,ddim,,51,clap-laion-music,fma_pop
376,1716685725.6710124,0,1.1469135284423828,ssd,64,40000,ddim,,51,clap-laion-audio,musiccaps
377,1716685729.445318,0,1.1991567611694336,ssd,64,40000,ddim,,51,clap-laion-music,musiccaps
378,1716685688.7340574,0,1.0239198207855225,ssd,64,40000,ddim,,409,clap-laion-audio,spotify_sleep_dataset
379,1716685746.262002,0,0.9049220681190491,ssd,64,40000,ddim,,409,clap-laion-music,spotify_sleep_dataset
380,1716685763.9049358,0,1.0399378538131714,ssd,64,40000,ddim,,409,clap-laion-audio,fma_pop
381,1716685768.1808457,0,1.0627837181091309,ssd,64,40000,ddim,,409,clap-laion-music,fma_pop
382,1716685781.7006748,0,1.0178228616714478,ssd,64,40000,ddim,,409,clap-laion-audio,musiccaps
383,1716685785.5120187,0,1.092151403427124,ssd,64,40000,ddim,,409,clap-laion-music,musiccaps
384,1716685518.2668993,0,1.0205073356628418,ssd,64,40000,ddim,,1024,clap-laion-audio,spotify_sleep_dataset
385,1716685554.772024,0,0.8954595327377319,ssd,64,40000,ddim,,1024,clap-laion-music,spotify_sleep_dataset
386,1716685566.5437965,0,1.0336532592773438,ssd,64,40000,ddim,,1024,clap-laion-audio,fma_pop
387,1716685569.283605,0,1.0489065647125244,ssd,64,40000,ddim,,1024,clap-laion-music,fma_pop
388,1716685580.7584403,0,1.0112333297729492,ssd,64,40000,ddim,,1024,clap-laion-audio,musiccaps
389,1716685583.423834,0,1.0766723155975342,ssd,64,40000,ddim,,1024,clap-laion-music,musiccaps
390,1716685652.4611351,0,1.01386559009552,ssd,64,40000,ddim,,1843,clap-laion-audio,spotify_sleep_dataset
391,1716685706.4291804,0,0.8958633542060852,ssd,64,40000,ddim,,1843,clap-laion-music,spotify_sleep_dataset
392,1716685719.4562166,0,1.0251907110214233,ssd,64,40000,ddim,,1843,clap-laion-audio,fma_pop
393,1716685722.2728314,0,1.0446832180023193,ssd,64,40000,ddim,,1843,clap-laion-music,fma_pop
394,1716685734.8458855,0,1.002458095550537,ssd,64,40000,ddim,,1843,clap-laion-audio,musiccaps
395,1716685737.6049097,0,1.0719470977783203,ssd,64,40000,ddim,,1843,clap-laion-music,musiccaps
